,id,type,xyz,cif,smiles,structure_metadata,doi,orca_out,orca_xyz,singlet_energy,triplet_energy,quintet_energy,journal
324,TEMKOL,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TEMKOL_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TEMKOL.cif,[Ni@@]123n4c5=CC6=[N]3C(=Cc3ccc(n23)C=C2[N]1=C(C=C2)C=c4cc5)C=C6,"{""audit_creation_date"": ""1997-02-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TEMKOL"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C20 H12 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""35"", ""journal_year"": ""1996"", ""journal_page_first"": ""3559"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""W.Jentzen"", ""I.Turowska-Tyrk"", ""W.R.Scheidt"", ""J.A.Shelnutt""]}",10.1021/ic960157l,,,-2495.032985335392,-2495.017328608499,-2494.942122072449,Inorg.Chem. 
325,TEVMOZ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TEVMOZ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TEVMOZ.cif,CC(c1ccc(c2ccc(c3c4c(ccc5ccc(cc45)c4cc(ccc4)C(C)(C)C)c(C4=c5ccc6=C(C7=[N]8C(=C(c9ccc%10C(=C%11C=CC4=[N]%11[Ni@@]8(n56)n9%10)c4c(cc(cc4C)C)C)c4c5ccc6ccc(cc6c5c(c5c6cc(ccc6ccc45)c4cccc(C(C)(C)C)c4)c4ccc(cc4)c4ccc(cc4)C(C)(C)C)c4cc(ccc4)C(C)(C)C)C=C7)c4c(cc(cc4C)C)C)c4c3c3cc(ccc3cc4)c3cc(C(C)(C)C)ccc3)cc2)cc1)(C)C,"{""audit_creation_date"": ""2018-05-01"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TEVMOZ"", ""database_code_depnum_ccdc_archive"": ""CCDC 1835706"", ""chemical_formula_sum"": ""C157 H142 Cl6 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2018"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""Qiang Chen""]}",10.23919/icact.2018.8323896,,,,,,CSD Communication(Private Communication) 
326,TEVPIW,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TEVPIW_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TEVPIW.cif,S1C(SCC1)C1=c2n3[Ni@@]45[N]6=C(C=CC6=C(c6n5c(cc6)C(=C5[N]4=C1C=C5)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C#C[Si](C)(C)C)C(=c3cc2)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,"{""audit_creation_date"": ""2018-05-01"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TEVPIW"", ""database_code_depnum_ccdc_archive"": ""CCDC 1822193"", ""chemical_formula_sum"": ""C58 H68 Cl2 N4 Ni1 S2 Si1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""16"", ""journal_year"": ""2018"", ""journal_page_first"": ""3648"", ""journal_name_full"": ""Org.Biomol.Chem. "", ""publ_author_name"": [""M.J.Smith"", ""I.M.Blake"", ""W.Clegg"", ""H.L.Anderson""]}",10.1039/c8ob00491a,,,-4981.195181956966,-4981.137089216264,-4981.112246867933,Org.Biomol.Chem. 
327,TEZREY,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TEZREY_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TEZREY.cif,c1cc(ccc1C1=C2C=CC3=[N]2[Ni@]24n5c(=C(C6=[N]2C(=C(c2ccc1n42)c1ccccc1)C=C6)c1ccc(cc1)C)ccc5=C3Sc1ccccn1)C,"{""audit_creation_date"": ""2018-05-04"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TEZREY"", ""database_code_depnum_ccdc_archive"": ""CCDC 1557313"", ""chemical_formula_sum"": ""C46 H32 Cl3 N5 Ni1 S1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""54"", ""journal_year"": ""2018"", ""journal_page_first"": ""5414"", ""journal_name_full"": ""Chem.Commun. "", ""publ_author_name"": [""M.Berthelot"", ""G.Hoffmann"", ""A.Bousfiha"", ""J.Echaubard"", ""J.Roger"", ""H.Cattey"", ""A.Romieu"", ""D.Lucas"", ""P.Fleurat-Lessard"", ""C.H.Devillers""]}",10.1039/c8cc01375f,,,-3910.196577439314,-3910.173734561366,-3910.107833337384,Chem.Commun. 
328,TEZRIC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TEZRIC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TEZRIC.cif,[Ni@]123n4c5=C(Sc6ncccc6)C6=[N]1C(=C(c1ccc(C)cc1)c1ccc(n21)C=C1[N]3=C(C(=c4cc5)c2ccc(C)cc2)C=C1)C=C6,"{""audit_creation_date"": ""2018-05-04"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TEZRIC"", ""database_code_depnum_ccdc_archive"": ""CCDC 1557314"", ""chemical_formula_sum"": ""C39 H27 N5 Ni1 S1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""54"", ""journal_year"": ""2018"", ""journal_page_first"": ""5414"", ""journal_name_full"": ""Chem.Commun. "", ""publ_author_name"": [""M.Berthelot"", ""G.Hoffmann"", ""A.Bousfiha"", ""J.Echaubard"", ""J.Roger"", ""H.Cattey"", ""A.Romieu"", ""D.Lucas"", ""P.Fleurat-Lessard"", ""C.H.Devillers""]}",10.1039/c8cc01375f,,,-3679.560108542772,-3679.536219159315,-3679.472550353019,Chem.Commun. 
329,TIFCIX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TIFCIX_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TIFCIX.cif,C12=C(c3ccc4C(=C5C=CC6=[N]5[Co]5(C(=C)c7ccc(cc7)F)(n34)[N]2=C(C=C1)C(=c1ccc(=C6c2ccc(cc2)OC)n51)c1ccc(cc1)OC)c1ccc(cc1)OC)c1ccc(OC)cc1,"{""audit_creation_date"": ""2018-05-08"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TIFCIX"", ""database_code_depnum_ccdc_archive"": ""CCDC 1540846"", ""chemical_formula_sum"": ""C62 H48 Co1 F1 N4 O4"", ""chemical_formula_moiety"": """", ""journal_volume"": ""9"", ""journal_year"": ""2018"", ""journal_page_first"": ""4999"", ""journal_name_full"": ""Chemical Science "", ""publ_author_name"": [""Zikuan Wang"", ""Zhengmin Yao"", ""Zeyu Lyu"", ""Qinsi Xiong"", ""Bing-Wu Wang"", ""Xuefeng Fu""]}",10.1039/c8sc01269e,,,-4157.307714593898,,,Chemical Science 
330,TOBTUC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TOBTUC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TOBTUC.cif,[Mn]123([N]4=C5C(=c6ccc(=C(c7ccccc7)C7=[N]3C(=C(c3ccc(C(=C4C=C5)c4ccccc4)n13)c1ccccc1)C=C7)n26)c1ccccc1)(N1[CH]C=CC=C1)Cl,"{""audit_creation_date"": ""2019-02-14"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TOBTUC"", ""database_code_depnum_ccdc_archive"": ""CCDC 1860175"", ""chemical_formula_sum"": ""C59 H43 Cl1 Mn1 N7"", ""chemical_formula_moiety"": """", ""journal_volume"": ""75"", ""journal_year"": ""2019"", ""journal_page_first"": ""304"", ""journal_name_full"": ""Acta Crystallogr.,Sect.C:Cryst.Struct.Chem. "", ""publ_author_name"": [""N.Lahanas"", ""P.Kucheryavy"", ""R.A.Lalancette"", ""J.V.Lockard""]}",10.1107/s2053229619001232,,,-3768.257218137278,-3768.274511049905,-3768.284514833967,"Acta Crystallogr.,Sect.C:Cryst.Struct.Chem. "
331,TOCZAO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TOCZAO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TOCZAO.cif,[Rh]123([C]4N(C=CN4C)C)(n4c5ccc4C(=C4[N]3=C(C=C4)C(=c3n1c(=C(C1=[N]2C(=C5c2ccccc2)C=C1)c1ccccc1)cc3)c1ccccc1)c1ccccc1)Cl,"{""audit_creation_date"": ""2014-02-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TOCZAO"", ""database_code_depnum_ccdc_archive"": ""CCDC 958621"", ""chemical_formula_sum"": ""C50 H38 Cl3 N6 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""50"", ""journal_year"": ""2014"", ""journal_page_first"": ""3488"", ""journal_name_full"": ""Chem.Commun. "", ""publ_author_name"": [""Juan Olguin"", ""H.Muller-Bunz"", ""M.Albrecht""]}",10.1039/c4cc00497c,,,-2784.56456582216,-2784.50552240463,-2784.433190693048,Chem.Commun. 
332,TOCZES,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TOCZES_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TOCZES.cif,c1cccc(C2=C3C=CC4=[N]3[Rh]35([N]6=C(C=CC6=C(c6ccc2n56)c2ccccc2)C(=c2ccc(=C4c4ccccc4)n32)c2ccccc2)(N2[CH]N(C)C=C2)Cl)c1,"{""audit_creation_date"": ""2014-02-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TOCZES"", ""database_code_depnum_ccdc_archive"": ""CCDC 958622"", ""chemical_formula_sum"": ""C48.75 H35.5 Cl2.5 N6 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""50"", ""journal_year"": ""2014"", ""journal_page_first"": ""3488"", ""journal_name_full"": ""Chem.Commun. "", ""publ_author_name"": [""Juan Olguin"", ""H.Muller-Bunz"", ""M.Albrecht""]}",10.1039/c4cc00497c,,,-2745.343767349038,-2745.279898165828,-2745.18336700492,Chem.Commun. 
333,TODXEP,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TODXEP_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TODXEP.cif,[Ti]123([N]4=C5C(=c6ccc(=C(C7=[N]2C(=C(c2ccc(C(=C4C=C5)c4c(c(c(F)c(c4F)F)F)F)n32)c2c(c(c(c(c2F)F)F)F)F)C=C7)c2c(c(c(c(c2F)F)F)F)F)n16)c1c(c(c(c(c1F)F)F)F)F)[O],"{""audit_creation_date"": ""1997-04-17"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TODXEP"", ""database_code_depnum_ccdc_archive"": ""CCDC 1273152"", ""chemical_formula_sum"": ""C47 H14 F20 N4 O2 Ti1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""129"", ""journal_year"": ""1996"", ""journal_page_first"": ""833"", ""journal_name_full"": ""Chem.Ber. "", ""publ_author_name"": [""P.E.Esser"", ""U.Englert"", ""W.Keim""]}",10.1002/cber.19961290715,,,-4817.764963519509,-4817.697394242157,-4817.633942794512,Chem.Ber. 
334,TOFZET,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TOFZET_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TOFZET.cif,c1(c(c2=CC3=[N]4[Ru]56(SC[C@H](NC(=O)C)C(=O)OC)([N]7=C(C(=C(C7=Cc7c(c(c(C=C4C(=C3CC)CC)n67)CC)CC)CC)CC)C=c1n25)[N][O])CC)CC,"{""audit_creation_date"": ""1997-04-18"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TOFZET"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C42 H54 N6 O4 Ru1 S1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""1996"", ""journal_page_first"": ""2045"", ""journal_name_full"": ""Chem.Commun. "", ""publ_author_name"": [""Geun-Bae Yi"", ""M.A.Khan"", ""G.B.Richter-Addo""]}",10.1039/cc9960002045,,,-2752.229718983398,-2752.162601001234,-2752.096278448897,Chem.Commun. 
335,TOJYID,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TOJYID_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TOJYID.cif,[N]12=C3C(=c4ccc5=C(C6=[N]7[Ru]1(n1c(C(=C2C=C3)c2ccccc2)ccc1C(=C7C=C6)c1ccccc1)([C][N]c1cc2-c(c1)ccccc2)([C][N]c1cc2-c(c1)ccccc2)n45)c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""2019-06-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TOJYID"", ""database_code_depnum_ccdc_archive"": ""CCDC 1902219"", ""chemical_formula_sum"": ""C73 H50 N6 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2019"", ""journal_page_first"": ""9316"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""M.Fathi-Rasekh"", ""G.T.Rohde"", ""M.D.Hart"", ""T.Nakakita"", ""Y.V.Zatsikha"", ""R.R.Valiev"", ""M.V.Barybin"", ""V.N.Nemykin""]}",10.1021/acs.inorgchem.9b01030,,,-2958.957241802501,-2958.89438549579,-2958.820452789082,Inorg.Chem. 
336,TORHEQ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TORHEQ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TORHEQ.cif,c1(cc(C2=C3[N]4=C(C=C3)C(=c3n5[Mn]64(n4c2ccc4C(=C2[N]6=C(C=C2)C(=c5cc3)c2cc(OC)cc(OC)c2)c2cc(OC)cc(OC)c2)Cl)c2cc(cc(OC)c2)OC)cc(OC)c1)OC,"{""audit_creation_date"": ""2019-10-24"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TORHEQ"", ""database_code_depnum_ccdc_archive"": ""CCDC 1961282"", ""chemical_formula_sum"": ""C58 H59 Cl4 Mn1 N4 O9"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2019"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""A.L.Rheingold"", ""J.S.Miller""]}",10.4324/9781351069366-4,,,-4435.59635679274,-4435.611465942375,-4435.640430697531,CSD Communication(Private Communication) 
337,TPPMNA01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TPPMNA01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TPPMNA01.cif,[Mn]123([N]4=C5C(=c6ccc(=C(C7=[N]1C(=C(c1ccc(C(=C4C=C5)c4ccccc4)n31)c1ccccc1)C=C7)c1ccccc1)n26)c1ccccc1)Cl,"{""audit_creation_date"": ""1999-04-26"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TPPMNA01"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C47 H34 Cl1 Mn1 N4 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""51"", ""journal_year"": ""1998"", ""journal_page_first"": ""835"", ""journal_name_full"": ""Aust.J.Chem. "", ""publ_author_name"": [""P.Turner"", ""M.J.Gunter"", ""B.W.Skelton"", ""A.H.White""]}",10.1071/c97150,,,-3520.336244899986,-3520.351348753691,-3520.380446681895,Aust.J.Chem. 
338,TUBJAB,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/TUBJAB_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/TUBJAB.cif,CCC1=C(C2=C([O])c3n4[Fe]56([N]7=C(C(=c8c(c(c(=C([O])C1=[N]25)n68)CC)CC)[O])C(=C(C7=C([O])c4c(c3CC)CC)CC)CC)(N1[CH]C=CC=C1)N1[CH]C=CC=C1)CC,"{""audit_creation_date"": ""1997-05-29"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""TUBJAB"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C46 H52 Fe1 N6 O2"", ""chemical_formula_moiety"": """", ""journal_volume"": ""35"", ""journal_year"": ""1996"", ""journal_page_first"": ""6495"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""A.L.Balch"", ""B.C.Noll"", ""M.M.Olmstead"", ""S.L.Phillips""]}",10.1021/ic960423v,,,-3672.43182630939,-3672.432205286492,-3672.408731473373,Inorg.Chem. 
339,UCIBUD01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UCIBUD01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UCIBUD01.cif,c12=CC3=[N]4C(=Cc5c(c(c6n5[Mn]54(n2c(=CC2=[N]5C(=C6)C(=C2CC)CC)c(c1CC)CC)Cl)CC)CC)C(=C3CC)CC,"{""audit_creation_date"": ""2019-09-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UCIBUD01"", ""database_code_depnum_ccdc_archive"": ""CCDC 1955073"", ""chemical_formula_sum"": ""C36 H44 Cl1 Mn1 N4"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2019"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""W.Robert Scheidt"", ""Beisong Cheng""]}",10.1093/obo/9780199756841-0236,,,-3225.696265067017,-3225.711190683372,-3225.741041248176,CSD Communication(Private Communication) 
340,UFISUA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UFISUA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UFISUA.cif,[Zn]123(n4c5C(=C6C=CC(=[N]26)C(=c2ccc(=C(c6c(cccc6)N(Cc6ccccc6)Cc6ccccc6)C6=[N]3C(=C(c4cc5)c3ccccc3)C=C6)n12)c1ccccc1)c1ccccc1)O[C](C)C,"{""audit_creation_date"": ""2018-08-01"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UFISUA"", ""database_code_depnum_ccdc_archive"": ""CCDC 1859697"", ""chemical_formula_sum"": ""C64 H53 N5 O2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""140"", ""journal_year"": ""2018"", ""journal_page_first"": ""9444"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""S.Bhunia"", ""Atanu Rana"", ""P.Roy"", ""D.J.Martin"", ""M.L.Pegis"", ""Bijan Roy"", ""Abhishek Dey""]}",10.1021/jacs.8b10651,,,-4476.562053315088,-4476.503842308139,-4476.435941807986,J.Am.Chem.Soc. 
341,UGUHOV,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UGUHOV_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UGUHOV.cif,[Ni@]123n4c5=C(C6=[N]2C(=C(c2ccccc2)c2c(c(c(C(=C7C(=C(N(=O)=O)C(=[N]17)C(=c4c(Cl)c5Cl)c1ccccc1)Cl)c1ccccc1)n32)Cl)Cl)C(=C6Cl)Cl)c1ccccc1,"{""audit_creation_date"": ""2015-04-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UGUHOV"", ""database_code_depnum_ccdc_archive"": ""CCDC 1043615"", ""chemical_formula_sum"": ""C44 H20 Cl7 N5 Ni1 O2"", ""chemical_formula_moiety"": """", ""journal_volume"": ""44"", ""journal_year"": ""2015"", ""journal_page_first"": ""9149"", ""journal_name_full"": ""Dalton Trans. "", ""publ_author_name"": [""R.Kumar"", ""N.Chaudhri"", ""M.Sankar""]}",10.1039/c5dt00937e,,,-6838.193219971693,-6838.134067414277,-6838.114849072492,Dalton Trans. 
342,UMOQAP,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UMOQAP_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UMOQAP.cif,c1ccccc1C1=C2[N]3=C(C(=c4ccc5=C(C6=[N]7C(=C(c8cc(cc(c8)C(C)(C)C)C(C)(C)C)c8n(c1cc8)[Ni@@]37n45)C=C6)c1c3ccccc3cc3c1cccc3)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C2,"{""audit_creation_date"": ""2011-06-16"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UMOQAP"", ""database_code_depnum_ccdc_archive"": ""CCDC 789257"", ""chemical_formula_sum"": ""C69 H66 Cl2 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""65"", ""journal_year"": ""2010"", ""journal_page_first"": ""1472"", ""journal_name_full"": ""Z.Naturforsch.,B:Chem.Sci. "", ""publ_author_name"": [""M.Davis"", ""M.O.Senge"", ""O.B.Locos""]}",10.1515/znb-2010-1211,,,-4352.157391635247,-4352.136009941545,-4352.069090905245,"Z.Naturforsch.,B:Chem.Sci. "
343,UQIDAC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UQIDAC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UQIDAC.cif,[Ni@]123n4c5=C([CH][N][N][CH]c6ccc(cc6)OC)C6=[N]1C(=Cc1c(c(c(C=C7C(=C(C(=[N]37)C=c4c(CC)c5CC)CC)CC)n21)CC)CC)C(=C6CC)CC,"{""audit_creation_date"": ""2021-04-05"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UQIDAC"", ""database_code_depnum_ccdc_archive"": ""CCDC 1895153"", ""chemical_formula_sum"": ""C45 H52 N6 Ni1 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""191"", ""journal_year"": ""2021"", ""journal_page_first"": ""109354"", ""journal_name_full"": ""Dyes Pigm. "", ""publ_author_name"": [""E.S.Belyaev"", ""A.O.Shkirdova"", ""G.L.Kozhemyakin"", ""V.S.Tyurin"", ""V.V.Emets"", ""V.A.Grinberg"", ""D.A.Cheshkov"", ""G.V.Ponomarev"", ""V.A.Tafeenko"", ""A.S.Radchenko"", ""A.A.Kostyukov"", ""A.E.Egorov"", ""V.A.Kuzmin"", ""I.A.Zamilatskov""]}",10.1016/j.dyepig.2021.109354,,,-3654.603320313719,-3654.581850094491,-3654.512652577534,Dyes Pigm. 
344,UQIFEI,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UQIFEI_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UQIFEI.cif,c12=C([CH][N][N][CH]c3ccc(cc3)O)C3=[N]4[Ni@]56n2c(=CC2=[N]5C(=Cc5n6c(C=C4C(=C3CC)CC)c(CC)c5CC)C(=C2CC)CC)c(CC)c1CC,"{""audit_creation_date"": ""2021-04-05"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UQIFEI"", ""database_code_depnum_ccdc_archive"": ""CCDC 1895143"", ""chemical_formula_sum"": ""C44 H50 N6 Ni1 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""191"", ""journal_year"": ""2021"", ""journal_page_first"": ""109354"", ""journal_name_full"": ""Dyes Pigm. "", ""publ_author_name"": [""E.S.Belyaev"", ""A.O.Shkirdova"", ""G.L.Kozhemyakin"", ""V.S.Tyurin"", ""V.V.Emets"", ""V.A.Grinberg"", ""D.A.Cheshkov"", ""G.V.Ponomarev"", ""V.A.Tafeenko"", ""A.S.Radchenko"", ""A.A.Kostyukov"", ""A.E.Egorov"", ""V.A.Kuzmin"", ""I.A.Zamilatskov""]}",10.1016/j.dyepig.2021.109354,,,-3615.379425932309,-3615.3566418877,-3615.288398904643,Dyes Pigm. 
345,UQUQAA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/UQUQAA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/UQUQAA.cif,CC(c1cc(cc(C2=c3n4[Ni@@]56n7c(ccc7C(=C7[N]6=C2C=C7)c2cc(cc(C(C)(C)C)c2)C(C)(C)C)C(=C2C=CC(=[N]52)C=c4cc3)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1)C(C)(C)C)(C)C,"{""audit_creation_date"": ""2016-06-30"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""UQUQAA"", ""database_code_depnum_ccdc_archive"": ""CCDC 1462863"", ""chemical_formula_sum"": ""C63 H74 Cl2 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""55"", ""journal_year"": ""2016"", ""journal_page_first"": ""8711"", ""journal_name_full"": ""Angew.Chem.,Int.Ed. "", ""publ_author_name"": [""K.Kato"", ""Wonhee Cha"", ""Juwon Oh"", ""Ko Furukawa"", ""H.Yorimitsu"", ""Dongho Kim"", ""A.Osuka""]}",10.1002/anie.201681211,,,-4128.724745168955,-4128.703167343682,-4128.63536811942,"Angew.Chem.,Int.Ed. "
346,USIVAV,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/USIVAV_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/USIVAV.cif,C1=c2n3[Pt@@]45[N]6=C(C=CC6=Cc6ccc(C=C7C=CC1=[N]57)n46)C=c3cc2,"{""audit_creation_date"": ""2016-08-09"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""USIVAV"", ""database_code_depnum_ccdc_archive"": ""CCDC 1498448"", ""chemical_formula_sum"": ""C20 H12 N4 Pt1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""55"", ""journal_year"": ""2016"", ""journal_page_first"": ""6294"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""W.Jentzen"", ""J.A.Shelnutt"", ""W.Robert Scheidt""]}",10.1021/acs.inorgchem.6b00956,,,-1106.311578501197,-1106.233121189689,-1106.159541774338,Inorg.Chem. 
347,USULUR,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/USULUR_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/USULUR.cif,[Zn]123(n4c5=C(C6=[N]2C(=C(c2ccc(C(=C7C=CC(=[N]17)C(=c4cc5)c1ccccc1)c1ccccc1)n32)c1ccccc1)C=C6)c1ccccc1)N1[CH]C=C(C(=O)OCc2ccc3cccc4c3c2[S@]2[Fe]3([Fe]2([C][O])([C][O])([C][O])[S@]43)([C][O])([C][O])[C][O])C=C1,"{""audit_creation_date"": ""2016-08-10"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""USULUR"", ""database_code_depnum_ccdc_archive"": ""CCDC 1446294"", ""chemical_formula_sum"": ""C67 H39 Fe2 N5 O8 S2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""70"", ""journal_year"": ""2016"", ""journal_page_first"": ""1"", ""journal_name_full"": ""Inorg.Chem.Commun. "", ""publ_author_name"": [""Xiao-Wei Song"", ""Xian-Jing Gao"", ""Hai-Xiong Liu"", ""Hui Chen"", ""Chang-Neng Chen""]}",10.1039/c6cc03587f,,,,,,Inorg.Chem.Commun. 
